sample_id	tissue
GTEX-14PII-1026-SM-5ZZVW	Heart - Atrial Appendage
GTEX-14PJ2-0005-SM-9JGFU	Whole Blood
GTEX-14PJ2-0226-SM-6LLH4	Adipose - Subcutaneous
GTEX-14PJ2-0326-SM-6EU2Q	Muscle - Skeletal
GTEX-14PJ2-0626-SM-6LLII	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJ2-1026-SM-6EU1M	Heart - Left Ventricle
GTEX-14PJ2-1126-SM-69LOD	Heart - Atrial Appendage
GTEX-14PJ2-1226-SM-62LFE	Artery - Aorta
GTEX-14PJ2-1426-SM-62LFF	Adipose - Visceral (Omentum)
GTEX-14PJ2-1526-SM-686Z4	Pancreas
GTEX-14PJ2-2026-SM-6AJAQ	Testis
GTEX-14PJ2-2126-SM-5YY96	Prostate
GTEX-14PJ2-2726-SM-5ZZVZ	Esophagus - Muscularis
GTEX-14PJ2-2826-SM-6EU1N	Esophagus - Gastroesophageal Junction
GTEX-14PJ3-0005-SM-9JGFT	Whole Blood
GTEX-14PJ3-0126-SM-69LQP	Thyroid
GTEX-14PJ3-0226-SM-6EU37	Artery - Aorta
GTEX-14PJ3-0426-SM-6LLHF	Pancreas
GTEX-14PJ3-0626-SM-6UGC5	Esophagus - Mucosa
GTEX-14PJ3-0726-SM-69LQE	Adipose - Visceral (Omentum)
GTEX-14PJ3-0826-SM-6AJBR	Esophagus - Muscularis
GTEX-14PJ3-0926-SM-69LQG	Colon - Transverse
GTEX-14PJ3-1126-SM-5ZZVX	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJ3-1226-SM-5ZZVY	Colon - Sigmoid
GTEX-14PJ3-1326-SM-664O7	Small Intestine - Terminal Ileum
GTEX-14PJ3-1426-SM-664O8	Stomach
GTEX-14PJ3-1526-SM-664O9	Minor Salivary Gland
GTEX-14PJ3-1626-SM-664O5	Testis
GTEX-14PJ3-1726-SM-5ZZVH	Prostate
GTEX-14PJ3-1826-SM-62LEX	Skin - Sun Exposed (Lower leg)
GTEX-14PJ3-1926-SM-62LEY	Adipose - Subcutaneous
GTEX-14PJ3-2026-SM-5ZZVK	Muscle - Skeletal
GTEX-14PJ3-2126-SM-5ZZVL	Artery - Tibial
GTEX-14PJ3-2226-SM-62LFD	Nerve - Tibial
GTEX-14PJ4-0006-SM-7RHFY	Whole Blood
GTEX-14PJ4-0126-SM-62LEZ	Adipose - Visceral (Omentum)
GTEX-14PJ4-0226-SM-5YY92	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJ4-0326-SM-664OT	Thyroid
GTEX-14PJ4-0426-SM-6871F	Adrenal Gland
GTEX-14PJ4-0526-SM-6871G	Spleen
GTEX-14PJ4-0626-SM-6AJBS	Lung
GTEX-14PJ4-0726-SM-6872E	Pancreas
GTEX-14PJ4-0826-SM-6LLH5	Artery - Aorta
GTEX-14PJ4-0926-SM-5YY98	Heart - Atrial Appendage
GTEX-14PJ4-1026-SM-6AJ97	Artery - Coronary
GTEX-14PJ4-1126-SM-5YY91	Heart - Left Ventricle
GTEX-14PJ4-1226-SM-5YY9U	Prostate
GTEX-14PJ4-1326-SM-5ZZVM	Esophagus - Gastroesophageal Junction
GTEX-14PJ4-1426-SM-69LO6	Esophagus - Muscularis
GTEX-14PJ4-1526-SM-664OA	Esophagus - Mucosa
GTEX-14PJ4-1626-SM-664OB	Stomach
GTEX-14PJ4-1726-SM-664OC	Testis
GTEX-14PJ4-1826-SM-5YY97	Colon - Sigmoid
GTEX-14PJ4-1926-SM-6LLHG	Colon - Transverse
GTEX-14PJ4-2126-SM-6ETZJ	Breast - Mammary Tissue
GTEX-14PJ4-2226-SM-6LLIS	Adipose - Subcutaneous
GTEX-14PJ4-2426-SM-6EU1U	Muscle - Skeletal
GTEX-14PJ4-2526-SM-6LLIT	Nerve - Tibial
GTEX-14PJ5-0005-SM-9MQLO	Whole Blood
GTEX-14PJ5-0226-SM-5YY99	Lung
GTEX-14PJ5-0326-SM-664OD	Spleen
GTEX-14PJ5-0426-SM-5ZZW2	Adipose - Visceral (Omentum)
GTEX-14PJ5-0526-SM-664OE	Esophagus - Mucosa
GTEX-14PJ5-0626-SM-6LLIJ	Esophagus - Muscularis
GTEX-14PJ5-0826-SM-6AJAR	Stomach
GTEX-14PJ5-0926-SM-6LLIK	Colon - Transverse
GTEX-14PJ5-1526-SM-6LLIL	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJ5-1926-SM-6LLIM	Artery - Tibial
GTEX-14PJ5-2026-SM-6LLIN	Muscle - Skeletal
GTEX-14PJ6-0006-SM-7P8RE	Whole Blood
GTEX-14PJ6-0126-SM-686Z5	Adrenal Gland
GTEX-14PJ6-0226-SM-6AJ9K	Spleen
GTEX-14PJ6-0326-SM-6871H	Thyroid
GTEX-14PJ6-0526-SM-6LLIU	Artery - Aorta
GTEX-14PJ6-0626-SM-686Z6	Heart - Atrial Appendage
GTEX-14PJ6-0726-SM-69LOL	Heart - Left Ventricle
GTEX-14PJ6-0826-SM-686Z9	Stomach
GTEX-14PJ6-0926-SM-686ZA	Pancreas
GTEX-14PJ6-1026-SM-686ZB	Esophagus - Mucosa
GTEX-14PJ6-1126-SM-6AJ9R	Esophagus - Muscularis
GTEX-14PJ6-1226-SM-6LLHJ	Artery - Coronary
GTEX-14PJ6-1526-SM-6AJ9M	Uterus
GTEX-14PJ6-1626-SM-6872D	Vagina
GTEX-14PJ6-1726-SM-6AJBN	Small Intestine - Terminal Ileum
GTEX-14PJ6-2126-SM-6EU1V	Skin - Sun Exposed (Lower leg)
GTEX-14PJ6-2226-SM-6LLIV	Adipose - Subcutaneous
GTEX-14PJ6-2326-SM-6ETZR	Muscle - Skeletal
GTEX-14PJ6-2426-SM-6ETZS	Nerve - Tibial
GTEX-14PJ6-2626-SM-6EU2T	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJM-0006-SM-9JGHA	Whole Blood
GTEX-14PJM-0011-R10a-SM-686ZP	Brain - Frontal Cortex (BA9)
GTEX-14PJM-0011-R1a-SM-CNPO3	Brain - Hippocampus
GTEX-14PJM-0011-R3b-SM-5ZZV9	Brain - Anterior cingulate cortex (BA24)
GTEX-14PJM-0011-R4a-SM-5YYAS	Brain - Amygdala
GTEX-14PJM-0011-R6a-SM-6872G	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PJM-0011-R7a-SM-6AJBX	Brain - Putamen (basal ganglia)
GTEX-14PJM-0011-R8b-SM-69LPD	Brain - Hypothalamus
GTEX-14PJM-0011-R9b-SM-6EU35	Brain - Spinal cord (cervical c-1)
GTEX-14PJM-0226-SM-62LF1	Skin - Sun Exposed (Lower leg)
GTEX-14PJM-0326-SM-62LF2	Adipose - Subcutaneous
GTEX-14PJM-0426-SM-5ZZVN	Muscle - Skeletal
GTEX-14PJM-0626-SM-686ZN	Artery - Tibial
GTEX-14PJM-0826-SM-6LLIW	Heart - Atrial Appendage
GTEX-14PJM-0926-SM-6AJ9Y	Lung
GTEX-14PJM-1026-SM-6ETZT	Artery - Coronary
GTEX-14PJM-1126-SM-6LLHK	Heart - Left Ventricle
GTEX-14PJM-1226-SM-686Z7	Adipose - Visceral (Omentum)
GTEX-14PJM-1326-SM-664NX	Thyroid
GTEX-14PJM-1426-SM-62LF3	Artery - Aorta
GTEX-14PJM-1526-SM-664NY	Esophagus - Mucosa
GTEX-14PJM-1626-SM-6LLHL	Esophagus - Muscularis
GTEX-14PJM-1726-SM-6LLHB	Esophagus - Gastroesophageal Junction
GTEX-14PJM-2126-SM-6AJAS	Pancreas
GTEX-14PJM-2226-SM-6AJAT	Adrenal Gland
GTEX-14PJM-2426-SM-686ZC	Ovary
GTEX-14PJM-2626-SM-686ZD	Colon - Transverse
GTEX-14PJM-2826-SM-69LPV	Uterus
GTEX-14PJM-2926-SM-69LOE	Vagina
GTEX-14PJM-3026-SM-6LLHM	Brain - Cerebellum
GTEX-14PJM-3126-SM-6EU2R	Brain - Cortex
GTEX-14PJM-3226-SM-6AJA1	Pituitary
GTEX-14PJN-0005-SM-9JGGF	Whole Blood
GTEX-14PJN-0526-SM-68724	Esophagus - Mucosa
GTEX-14PJN-0626-SM-6EU13	Adipose - Visceral (Omentum)
GTEX-14PJN-0826-SM-686ZL	Small Intestine - Terminal Ileum
GTEX-14PJN-0926-SM-6EU19	Esophagus - Gastroesophageal Junction
GTEX-14PJN-1526-SM-6AJBP	Pancreas
GTEX-14PJN-1626-SM-68727	Testis
GTEX-14PJN-1726-SM-69LO7	Minor Salivary Gland
GTEX-14PJN-1826-SM-6AJ98	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJN-2126-SM-6AJBM	Muscle - Skeletal
GTEX-14PJN-2226-SM-6872I	Artery - Tibial
GTEX-14PJO-0005-SM-9JGGY	Whole Blood
GTEX-14PJO-0011-R10a-SM-686ZS	Brain - Frontal Cortex (BA9)
GTEX-14PJO-0011-R1b-SM-6AJAK	Brain - Hippocampus
GTEX-14PJO-0011-R2a-SM-5ZZVF	Brain - Substantia nigra
GTEX-14PJO-0011-R3a-SM-6AJBY	Brain - Anterior cingulate cortex (BA24)
GTEX-14PJO-0011-R5a-SM-6AJBZ	Brain - Caudate (basal ganglia)
GTEX-14PJO-0011-R7a-SM-664NR	Brain - Putamen (basal ganglia)
GTEX-14PJO-0011-R8a-SM-6AJAL	Brain - Hypothalamus
GTEX-14PJO-0011-R9b-SM-62LE9	Brain - Spinal cord (cervical c-1)
GTEX-14PJO-0326-SM-6LLHT	Nerve - Tibial
GTEX-14PJO-0526-SM-6EU2O	Muscle - Skeletal
GTEX-14PJO-0626-SM-6LLHH	Thyroid
GTEX-14PJO-0726-SM-69LO8	Breast - Mammary Tissue
GTEX-14PJO-0826-SM-6ETZK	Heart - Atrial Appendage
GTEX-14PJO-0926-SM-686YT	Lung
GTEX-14PJO-1626-SM-69LPQ	Adipose - Visceral (Omentum)
GTEX-14PJO-1726-SM-68719	Liver
GTEX-14PJO-1826-SM-69LPR	Pancreas
GTEX-14PJO-2526-SM-6AJBQ	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJO-2826-SM-6AJA6	Prostate
GTEX-14PJO-2926-SM-686ZI	Brain - Cerebellum
GTEX-14PJP-0005-SM-7P8OM	Whole Blood
GTEX-14PK6-0006-SM-7PC1L	Whole Blood
GTEX-14PK6-0126-SM-664O1	Adrenal Gland
GTEX-14PK6-0226-SM-62LF5	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PK6-0326-SM-6AJ9S	Lung
GTEX-14PK6-0426-SM-6EU1J	Thyroid
GTEX-14PK6-0526-SM-69LOF	Spleen
GTEX-14PK6-0626-SM-6AJ9P	Artery - Aorta
GTEX-14PK6-0726-SM-6LLIX	Heart - Atrial Appendage
GTEX-14PK6-0826-SM-5ZZVO	Heart - Left Ventricle
GTEX-14PK6-0926-SM-62LF4	Adipose - Visceral (Omentum)
GTEX-14PK6-1026-SM-664NZ	Pancreas
GTEX-14PK6-1126-SM-5YY93	Esophagus - Muscularis
GTEX-14PK6-1226-SM-6EU1W	Esophagus - Gastroesophageal Junction
GTEX-14PK6-1326-SM-686ZE	Esophagus - Mucosa
GTEX-14PK6-1626-SM-6871I	Small Intestine - Terminal Ileum
GTEX-14PK6-1726-SM-6871J	Colon - Transverse
GTEX-14PK6-1826-SM-69LOM	Colon - Sigmoid
GTEX-14PK6-1926-SM-6ETZU	Skin - Sun Exposed (Lower leg)
GTEX-14PK6-2026-SM-6LLHP	Adipose - Subcutaneous
GTEX-14PK6-2126-SM-6ETZV	Muscle - Skeletal
GTEX-14PK6-2326-SM-69LOG	Artery - Tibial
GTEX-14PKU-0005-SM-9KNTL	Whole Blood
GTEX-14PKU-0008-SM-E9U4G	Cells - Cultured fibroblasts
GTEX-14PKU-0126-SM-6LLHV	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PKU-0226-SM-6EU16	Adipose - Visceral (Omentum)
GTEX-14PKU-0326-SM-6AJA7	Thyroid
GTEX-14PKU-0426-SM-6EU1P	Breast - Mammary Tissue
GTEX-14PKU-0526-SM-6871A	Spleen
GTEX-14PKU-0626-SM-6EU1Q	Pancreas
GTEX-14PKU-0926-SM-69LPS	Esophagus - Muscularis
GTEX-14PKU-1026-SM-6EU12	Esophagus - Gastroesophageal Junction
GTEX-14PKU-1126-SM-69LOU	Stomach
GTEX-14PKU-1226-SM-686ZM	Ovary
GTEX-14PKU-1326-SM-6871B	Vagina
GTEX-14PKU-1626-SM-6871C	Small Intestine - Terminal Ileum
GTEX-14PKU-2226-SM-7LG5T	Artery - Tibial
GTEX-14PKV-0006-SM-9MQL3	Whole Blood
GTEX-14PKV-0008-SM-E9U4H	Cells - Cultured fibroblasts
GTEX-14PKV-0626-SM-6AJA2	Thyroid
GTEX-14PKV-0726-SM-686ZF	Adrenal Gland
GTEX-14PKV-0926-SM-6AJB4	Pancreas
GTEX-14PKV-1126-SM-6LLJ1	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PKV-1226-SM-6871T	Ovary
GTEX-14PKV-1426-SM-5YYB9	Uterus
GTEX-14PKV-1526-SM-664O2	Esophagus - Muscularis
GTEX-14PKV-1726-SM-6871U	Esophagus - Mucosa
GTEX-14PKV-1826-SM-69LO9	Stomach
GTEX-14PKV-1926-SM-686YU	Colon - Sigmoid
GTEX-14PKV-2026-SM-6AJ9A	Small Intestine - Terminal Ileum
GTEX-14PKV-2126-SM-664O3	Colon - Transverse
GTEX-14PN3-0006-SM-7SB6O	Whole Blood
GTEX-14PN3-0008-SM-E76Q7	Cells - Cultured fibroblasts
GTEX-14PN3-0126-SM-6AJAU	Pancreas
GTEX-14PN3-0226-SM-6871K	Spleen
GTEX-14PN3-0326-SM-6EU1X	Adipose - Visceral (Omentum)
GTEX-14PN3-0426-SM-6LLIY	Artery - Coronary
GTEX-14PN3-0526-SM-69LQF	Heart - Left Ventricle
GTEX-14PN3-0726-SM-6EU14	Heart - Atrial Appendage
GTEX-14PN3-0826-SM-69LOS	Thyroid
GTEX-14PN3-1126-SM-69LOR	Esophagus - Muscularis
GTEX-14PN3-1226-SM-69LOW	Esophagus - Gastroesophageal Junction
GTEX-14PN3-1326-SM-6AJ9U	Stomach
GTEX-14PN3-1426-SM-686Z8	Adrenal Gland
GTEX-14PN3-1526-SM-6ETZM	Ovary
GTEX-14PN3-1626-SM-6AJAV	Vagina
GTEX-14PN3-1926-SM-6EU1Y	Colon - Sigmoid
GTEX-14PN3-2026-SM-68729	Small Intestine - Terminal Ileum
GTEX-14PN3-2426-SM-6LLHS	Skin - Sun Exposed (Lower leg)
GTEX-14PN3-2526-SM-6EU15	Adipose - Subcutaneous
GTEX-14PN3-2626-SM-6EU17	Nerve - Tibial
GTEX-14PN4-0005-SM-7PC21	Whole Blood
GTEX-14PN4-0008-SM-E9U4N	Cells - Cultured fibroblasts
GTEX-14PN4-0011-R10b-SM-69LP2	Brain - Frontal Cortex (BA9)
GTEX-14PN4-0011-R11a-SM-686ZW	Brain - Cerebellar Hemisphere
GTEX-14PN4-0011-R1b-SM-69LP8	Brain - Hippocampus
GTEX-14PN4-0011-R2a-SM-6EU2Y	Brain - Substantia nigra
GTEX-14PN4-0011-R3b-SM-686ZU	Brain - Anterior cingulate cortex (BA24)
GTEX-14PN4-0011-R4a-SM-686ZT	Brain - Amygdala
GTEX-14PN4-0011-R5a-SM-686ZV	Brain - Caudate (basal ganglia)
GTEX-14PN4-0011-R6b-SM-69LQU	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PN4-0011-R7b-SM-69LQQ	Brain - Putamen (basal ganglia)
GTEX-14PN4-0011-R8a-SM-6EU1H	Brain - Hypothalamus
GTEX-14PN4-0011-R9a-SM-6LLH9	Brain - Spinal cord (cervical c-1)
GTEX-14PN4-0126-SM-6EU2V	Skin - Sun Exposed (Lower leg)
GTEX-14PN4-0326-SM-6EU2N	Muscle - Skeletal
GTEX-14PN4-0426-SM-6AJ9N	Artery - Tibial
GTEX-14PN4-0626-SM-62LFP	Breast - Mammary Tissue
GTEX-14PN4-0826-SM-69LON	Heart - Atrial Appendage
GTEX-14PN4-1426-SM-6LLJ4	Adipose - Visceral (Omentum)
GTEX-14PN4-1526-SM-6871V	Thyroid
GTEX-14PN4-1626-SM-6AJB5	Pancreas
GTEX-14PN4-2526-SM-686ZG	Minor Salivary Gland
GTEX-14PN4-3026-SM-664O4	Brain - Cerebellum
GTEX-14PN4-3226-SM-6AJBO	Pituitary
GTEX-14PQA-0006-SM-7PC2D	Whole Blood
GTEX-14PQA-0008-SM-E6CPD	Cells - Cultured fibroblasts
GTEX-14PQA-0011-R10a-SM-6AJAA	Brain - Frontal Cortex (BA9)
GTEX-14PQA-0011-R1b-SM-6EU1G	Brain - Hippocampus
GTEX-14PQA-0011-R3b-SM-69LQO	Brain - Anterior cingulate cortex (BA24)
GTEX-14PQA-0011-R4b-SM-6AJBU	Brain - Amygdala
GTEX-14PQA-0011-R5b-SM-6AJC2	Brain - Caudate (basal ganglia)
GTEX-14PQA-0011-R6b-SM-6AJAM	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PQA-0011-R8b-SM-6AJAB	Brain - Hypothalamus
GTEX-14PQA-0526-SM-7KUFS	Muscle - Skeletal
GTEX-14PQA-1126-SM-7KUM4	Lung
GTEX-14PQA-1226-SM-6M47A	Thyroid
GTEX-14PQA-3126-SM-6LPKD	Pituitary
GTEX-14XAO-0006-SM-7RHFX	Whole Blood
GTEX-14XAO-0008-SM-E9U4M	Cells - Cultured fibroblasts
GTEX-14XAO-0226-SM-68728	Liver
GTEX-14XAO-0326-SM-6ETZN	Adrenal Gland
GTEX-14XAO-0426-SM-6AJB6	Thyroid
GTEX-14XAO-0526-SM-6AJB7	Lung
GTEX-14XAO-0926-SM-69LPZ	Heart - Atrial Appendage
GTEX-14XAO-1026-SM-6LLJ7	Artery - Coronary
GTEX-14XAO-1126-SM-6EU11	Heart - Left Ventricle
GTEX-14XAO-1226-SM-6EU1C	Skin - Not Sun Exposed (Suprapubic)
GTEX-14XAO-1326-SM-6EU1A	Esophagus - Gastroesophageal Junction
GTEX-14XAO-1426-SM-6EU2C	Esophagus - Muscularis
GTEX-14XAO-1926-SM-6ETZO	Small Intestine - Terminal Ileum
GTEX-14XAO-2026-SM-69LOI	Colon - Transverse
GTEX-14XAO-2226-SM-6LLHU	Muscle - Skeletal
GTEX-14XAO-2326-SM-6EU1B	Skin - Sun Exposed (Lower leg)
GTEX-15CHC-0006-SM-7P8RG	Whole Blood
GTEX-15CHC-0008-SM-E9U4J	Cells - Cultured fibroblasts
GTEX-15CHC-0126-SM-5YYBA	Thyroid
GTEX-15CHC-0226-SM-5YYBB	Lung
GTEX-15CHC-0326-SM-5ZZVP	Heart - Atrial Appendage
GTEX-15CHC-0426-SM-6LLHI	Heart - Left Ventricle
GTEX-15CHC-0526-SM-6EU23	Artery - Coronary
GTEX-15CHC-0626-SM-686YV	Artery - Aorta
GTEX-15CHC-0726-SM-6AJ9D	Spleen
GTEX-15CHC-0826-SM-686YW	Adipose - Visceral (Omentum)
GTEX-15CHC-1126-SM-6LLHQ	Skin - Not Sun Exposed (Suprapubic)
GTEX-15CHC-1226-SM-686ZH	Minor Salivary Gland
GTEX-15CHC-1326-SM-6LLJA	Esophagus - Gastroesophageal Junction
GTEX-15CHC-1426-SM-5ZZVQ	Esophagus - Muscularis
GTEX-15CHC-1626-SM-5ZZWS	Colon - Transverse
GTEX-15CHC-2026-SM-6EU1Z	Uterus
GTEX-15CHC-2126-SM-6EU21	Skin - Sun Exposed (Lower leg)
GTEX-15CHC-2426-SM-6EU22	Muscle - Skeletal
GTEX-15CHC-2526-SM-686YX	Nerve - Tibial
GTEX-15CHQ-0005-SM-7P8RH	Whole Blood
GTEX-15CHQ-0008-SM-E9U4I	Cells - Cultured fibroblasts
GTEX-15CHQ-0011-R10b-SM-6AJBV	Brain - Frontal Cortex (BA9)
GTEX-15CHQ-0011-R11b-SM-686ZZ	Brain - Cerebellar Hemisphere
GTEX-15CHQ-0011-R1a-SM-COH27	Brain - Hippocampus
GTEX-15CHQ-0011-R2b-SM-6AJAD	Brain - Substantia nigra
GTEX-15CHQ-0011-R3b-SM-686ZY	Brain - Anterior cingulate cortex (BA24)
GTEX-15CHQ-0011-R4a-SM-686ZX	Brain - Amygdala
GTEX-15CHQ-0011-R5b-SM-6AJAN	Brain - Caudate (basal ganglia)
GTEX-15CHQ-0011-R6b-SM-69LOX	Brain - Nucleus accumbens (basal ganglia)
GTEX-15CHQ-0011-R7b-SM-D4P1Q	Brain - Putamen (basal ganglia)
GTEX-15CHQ-0011-R8b-SM-CNPO4	Brain - Hypothalamus
GTEX-15CHQ-0011-R9a-SM-6LLHX	Brain - Spinal cord (cervical c-1)
GTEX-15CHQ-0226-SM-6EU2S	Adipose - Subcutaneous
GTEX-15CHQ-0326-SM-69LQD	Skin - Not Sun Exposed (Suprapubic)
GTEX-15CHQ-0626-SM-6AJ9E	Artery - Tibial
GTEX-15CHQ-0726-SM-6EU18	Muscle - Skeletal
GTEX-15CHQ-0826-SM-69LOT	Thyroid
GTEX-15CHQ-1126-SM-686YY	Adipose - Visceral (Omentum)
GTEX-15CHQ-1226-SM-6ETZL	Spleen
GTEX-15CHQ-1326-SM-6871Z	Heart - Atrial Appendage
GTEX-15CHQ-1526-SM-69LPW	Heart - Left Ventricle
GTEX-15CHQ-1626-SM-6LLJR	Artery - Coronary
GTEX-15CHQ-2026-SM-6AJAX	Esophagus - Muscularis
GTEX-15CHQ-2126-SM-6871M	Kidney - Cortex
GTEX-15CHQ-2526-SM-6EU24	Colon - Transverse
GTEX-15CHQ-2626-SM-686YZ	Colon - Sigmoid
GTEX-15CHQ-3126-SM-6872B	Pituitary
GTEX-15CHR-0005-SM-9KNUS	Whole Blood
GTEX-15CHR-0008-SM-E9U4K	Cells - Cultured fibroblasts
GTEX-15CHR-0126-SM-7SB7X	Artery - Aorta
GTEX-15CHR-0226-SM-7PC2Z	Heart - Left Ventricle
GTEX-15CHR-0326-SM-7DHN3	Heart - Atrial Appendage
GTEX-15CHR-0526-SM-79OLJ	Artery - Coronary
GTEX-15CHR-0626-SM-7938V	Adrenal Gland
GTEX-15CHR-0726-SM-7EPHG	Lung
GTEX-15CHR-0926-SM-7DUFW	Esophagus - Muscularis
GTEX-15CHR-1126-SM-7EWF4	Skin - Not Sun Exposed (Suprapubic)
GTEX-15CHR-1226-SM-79OON	Prostate
GTEX-15CHR-1326-SM-79OLT	Stomach
GTEX-15CHR-1426-SM-7DUGV	Colon - Transverse
GTEX-15CHR-1726-SM-7DUGW	Thyroid
GTEX-15CHR-2026-SM-7MXU2	Pancreas
GTEX-15CHR-2426-SM-7DUFX	Muscle - Skeletal
GTEX-15D1Q-0006-SM-9KNTN	Whole Blood
GTEX-15D1Q-0008-SM-E9U4L	Cells - Cultured fibroblasts
GTEX-15D1Q-0126-SM-7KUG6	Skin - Sun Exposed (Lower leg)
GTEX-15D1Q-0426-SM-6AJ9G	Heart - Atrial Appendage
GTEX-15D1Q-0526-SM-6AJAY	Lung
GTEX-15D1Q-0626-SM-6AJAZ	Thyroid
GTEX-15D1Q-1226-SM-686Z1	Artery - Tibial
GTEX-15D1Q-1326-SM-69LOA	Adipose - Visceral (Omentum)
GTEX-15D1Q-1526-SM-686Z2	Esophagus - Gastroesophageal Junction
GTEX-15D1Q-2826-SM-6LLH7	Skin - Not Sun Exposed (Suprapubic)
GTEX-15D79-0005-SM-7P8TS	Whole Blood
GTEX-15D79-0008-SM-E6CPM	Cells - Cultured fibroblasts
GTEX-15D79-0426-SM-6AJAW	Artery - Tibial
GTEX-15D79-0526-SM-6ETZP	Muscle - Skeletal
GTEX-15D79-3126-SM-6M48C	Pituitary
GTEX-15DCD-0006-SM-7RHG4	Whole Blood
GTEX-15DCD-0008-SM-E76Q6	Cells - Cultured fibroblasts
GTEX-15DCD-0011-R10b-SM-6LPII	Brain - Frontal Cortex (BA9)
GTEX-15DCD-0011-R11a-SM-D4P1R	Brain - Cerebellar Hemisphere
GTEX-15DCD-0011-R1b-SM-6LPIJ	Brain - Hippocampus
GTEX-15DCD-0011-R2b-SM-6LPIE	Brain - Substantia nigra
GTEX-15DCD-0011-R3b-SM-D4P1P	Brain - Anterior cingulate cortex (BA24)
GTEX-15DCD-0011-R4a-SM-69LPB	Brain - Amygdala
GTEX-15DCD-0011-R5a-SM-CXZKZ	Brain - Caudate (basal ganglia)
GTEX-15DCD-0011-R6b-SM-6M46L	Brain - Nucleus accumbens (basal ganglia)
GTEX-15DCD-0011-R7b-SM-6LPID	Brain - Putamen (basal ganglia)
GTEX-15DCD-0011-R8b-SM-7KUEF	Brain - Hypothalamus
GTEX-15DCD-0011-R9b-SM-7KUED	Brain - Spinal cord (cervical c-1)
GTEX-15DCD-0126-SM-7KUEK	Skin - Sun Exposed (Lower leg)
GTEX-15DCD-0226-SM-6LPKC	Adipose - Subcutaneous
GTEX-15DCD-0626-SM-7KUG7	Muscle - Skeletal
GTEX-15DCD-1626-SM-6AJBH	Esophagus - Mucosa
GTEX-15DCD-1726-SM-7KUN1	Esophagus - Muscularis
GTEX-15DCD-2926-SM-7KULT	Brain - Cortex
GTEX-15DCD-3026-SM-6PALL	Pituitary
GTEX-15DCE-0005-SM-7SB7J	Whole Blood
GTEX-15DCE-0008-SM-E6CPF	Cells - Cultured fibroblasts
GTEX-15DCE-0826-SM-7KULW	Heart - Atrial Appendage
GTEX-15DCE-1326-SM-6LPJL	Esophagus - Mucosa
GTEX-15DCE-1526-SM-7KUFD	Esophagus - Gastroesophageal Junction
GTEX-15DCE-1626-SM-6LPJM	Stomach
GTEX-15DCE-2026-SM-7KUFE	Colon - Transverse
GTEX-15DDE-0008-SM-E6CPH	Cells - Cultured fibroblasts
GTEX-15DDE-0011-R10a-SM-7KUKW	Brain - Frontal Cortex (BA9)
GTEX-15DDE-0011-R4b-SM-7KULI	Brain - Amygdala
GTEX-15DDE-0011-R9b-SM-6M46U	Brain - Spinal cord (cervical c-1)
GTEX-15DDE-0126-SM-6LPKH	Skin - Sun Exposed (Lower leg)
GTEX-15DDE-0226-SM-6LLJ6	Adipose - Subcutaneous
GTEX-15DDE-0326-SM-6LLJ5	Nerve - Tibial
GTEX-15DDE-0426-SM-6M48M	Artery - Tibial
GTEX-15DDE-0526-SM-6ETZQ	Muscle - Skeletal
GTEX-15DDE-0626-SM-69LOK	Thyroid
GTEX-15DDE-1126-SM-6LLHN	Heart - Left Ventricle
GTEX-15DDE-1226-SM-6PAN8	Artery - Coronary
GTEX-15DDE-1326-SM-6LLJM	Artery - Aorta
GTEX-15DDE-2326-SM-6AJA8	Ovary
GTEX-15DDE-2926-SM-6LLJ3	Skin - Not Sun Exposed (Suprapubic)
GTEX-15DDE-3226-SM-6LPK6	Pituitary
GTEX-15DYW-0006-SM-7RHFR	Whole Blood
GTEX-15DYW-0008-SM-E76Q4	Cells - Cultured fibroblasts
GTEX-15DYW-0011-R11a-SM-6LPIT	Brain - Cerebellar Hemisphere
GTEX-15DYW-0011-R2b-SM-7KUKY	Brain - Substantia nigra
GTEX-15DYW-0011-R3b-SM-6LPIM	Brain - Anterior cingulate cortex (BA24)
GTEX-15DYW-0011-R4a-SM-6M46V	Brain - Amygdala
GTEX-15DYW-0011-R5a-SM-6M46W	Brain - Caudate (basal ganglia)
GTEX-15DYW-0011-R6b-SM-6PALA	Brain - Nucleus accumbens (basal ganglia)
GTEX-15DYW-0011-R7a-SM-7KULG	Brain - Putamen (basal ganglia)
GTEX-15DYW-0011-R9b-SM-6PALB	Brain - Spinal cord (cervical c-1)
GTEX-15DYW-0126-SM-7KULE	Skin - Sun Exposed (Lower leg)
GTEX-15DYW-0326-SM-6PAN9	Nerve - Tibial
